buyer_income_lpa,house_price_lakh,loan_eligibility,credit_score,down_payment_percent,existing_emi_lpa,employment_years,dependents,property_location_score,employment_type,can_buy
9.96,145.02,no,670,17.46,3.56,8,2,8,salaried,no
16.2,183.31,yes,612,4.32,3.31,6,3,2,self_employed,no
18.12,107.34,yes,530,8.91,4.46,14,5,9,self_employed,neutral
28.15,175.6,no,673,20.93,6.14,17,0,5,business,no
9.09,163.44,no,586,16.76,1.6,10,3,6,self_employed,no
14.23,65.97,yes,576,29.36,4.14,20,5,7,self_employed,neutral
10.56,61.68,no,726,13.82,2.86,7,5,8,salaried,no
24.66,170.89,no,699,27.42,3.48,20,6,6,self_employed,no
9.92,103.51,no,804,14.03,2.44,8,3,6,salaried,no
45.04,310.61,yes,783,40.71,6.55,22,3,8,salaried,yes
51.57,413.49,yes,755,25.68,9.24,21,2,6,salaried,yes
13.49,121.33,yes,764,17.39,3.28,9,6,6,business,neutral
4.55,20.0,no,727,7.56,2.73,3,0,7,salaried,no
7.4,44.84,yes,696,18.31,1.87,4,1,4,salaried,neutral
5.73,50.31,yes,721,10.86,0.53,7,5,7,self_employed,neutral
18.82,135.0,yes,708,28.14,5.31,7,2,6,salaried,yes
4.58,74.38,yes,680,8.14,0.89,5,3,2,salaried,neutral
79.14,228.41,yes,763,30.99,7.76,8,4,4,business,yes
4.45,39.63,yes,697,18.44,0.62,2,3,10,salaried,neutral
21.81,149.44,no,634,10.34,10.6,13,3,6,salaried,no
23.76,214.13,yes,667,22.82,3.77,11,1,5,self_employed,neutral
12.05,94.16,yes,612,12.39,4.89,20,2,1,salaried,neutral
22.34,397.11,no,706,22.9,6.61,11,0,3,salaried,no
12.56,59.09,no,585,14.14,1.22,2,2,6,salaried,no
24.23,108.05,no,706,27.21,6.31,7,6,9,self_employed,neutral
12.7,165.58,no,599,7.23,3.71,8,3,9,self_employed,no
8.5,47.55,no,516,11.24,4.25,7,0,4,business,no
22.65,120.2,yes,630,19.83,6.28,24,3,9,salaried,yes
28.04,156.77,yes,724,20.9,6.34,7,6,3,self_employed,neutral
13.68,94.17,yes,642,7.64,4.2,6,0,5,business,neutral
61.57,621.23,yes,717,48.38,13.79,23,3,5,salaried,yes
13.25,156.76,yes,617,13.37,2.66,6,1,6,self_employed,neutral
18.92,104.56,no,641,28.16,2.65,10,3,9,salaried,no
21.46,120.3,yes,700,20.89,4.99,5,5,5,salaried,yes
15.94,167.74,yes,696,22.12,5.78,7,2,6,business,yes
6.24,63.54,yes,622,16.52,1.16,9,2,8,self_employed,neutral
11.05,146.61,no,640,11.28,3.04,5,4,6,self_employed,no
4.74,20.86,no,679,9.42,1.01,8,1,10,salaried,neutral
21.46,127.65,no,658,20.64,4.92,16,6,6,business,no
73.69,690.64,yes,753,21.86,34.89,14,4,3,self_employed,neutral
34.64,98.17,yes,740,27.4,4.86,11,4,7,salaried,yes
16.35,93.16,yes,731,21.77,1.08,10,3,6,salaried,yes
46.02,187.24,yes,813,30.89,5.09,25,4,5,salaried,yes
19.53,155.09,yes,793,24.82,2.42,14,3,2,salaried,yes
26.06,161.58,yes,822,21.32,2.58,17,5,9,salaried,yes
23.41,236.17,yes,859,35.63,3.56,5,4,10,salaried,yes
18.08,156.4,no,686,15.51,2.34,4,4,3,business,no
74.96,368.67,no,774,22.38,12.65,6,4,9,self_employed,neutral
58.33,205.98,yes,677,51.98,19.02,14,0,8,business,yes
16.52,272.23,yes,486,12.51,8.91,2,2,4,salaried,no
67.77,268.63,yes,786,31.66,14.02,18,3,7,salaried,yes
15.7,152.79,yes,743,22.9,2.36,4,3,4,business,yes
6.27,60.41,yes,576,15.23,1.55,5,2,5,salaried,neutral
26.68,226.78,yes,689,24.64,4.97,4,2,6,salaried,yes
31.27,155.91,yes,715,37.84,5.77,15,2,5,business,yes
32.12,265.39,yes,701,17.07,3.61,11,4,7,self_employed,neutral
23.49,141.45,yes,725,9.31,4.38,20,2,2,business,yes
9.04,138.12,no,470,5.11,3.55,4,0,3,business,no
32.68,224.41,yes,636,14.17,3.58,16,2,7,business,yes
6.27,56.5,yes,689,9.27,1.18,5,2,9,business,neutral
29.69,200.47,yes,641,28.21,7.0,10,5,2,self_employed,neutral
14.03,93.1,yes,657,33.4,5.24,8,6,6,salaried,neutral
44.04,599.51,yes,837,13.83,12.56,22,1,1,self_employed,neutral
4.78,22.65,no,826,10.91,0.8,1,1,5,self_employed,neutral
40.42,336.18,yes,722,49.18,19.5,24,1,4,business,yes
4.04,71.41,yes,515,18.44,0.67,8,0,7,salaried,no
12.37,142.97,yes,715,11.06,5.44,10,5,6,self_employed,no
23.11,223.96,yes,751,4.53,6.29,5,0,1,salaried,neutral
64.71,408.75,no,792,27.22,11.36,14,2,5,salaried,neutral
31.03,186.48,yes,780,28.83,8.84,7,1,6,business,yes
14.93,124.12,yes,638,12.07,3.72,10,3,3,self_employed,neutral
31.62,257.02,yes,678,33.87,8.37,14,2,8,business,yes
46.04,329.32,no,837,28.79,7.99,12,3,5,salaried,neutral
21.78,115.0,yes,861,27.08,7.92,13,2,8,salaried,yes
20.15,83.01,no,724,19.63,7.81,12,1,8,salaried,neutral
49.54,238.37,yes,767,20.04,4.02,15,0,4,salaried,yes
3.47,20.75,no,716,23.11,1.8,8,2,9,salaried,no
37.64,284.38,yes,755,55.75,10.63,31,0,10,salaried,yes
20.09,152.1,yes,637,4.5,5.8,9,1,9,business,neutral
7.98,145.99,yes,662,17.47,2.61,6,5,5,salaried,no
3.81,75.0,no,496,14.4,2.39,10,5,6,self_employed,no
42.35,350.57,yes,780,38.75,5.79,6,6,1,business,yes
39.29,350.52,yes,757,35.76,3.8,11,0,7,business,yes
28.05,189.16,yes,716,8.92,4.29,10,0,10,salaried,yes
5.12,66.12,yes,621,10.77,1.92,18,3,10,salaried,neutral
8.95,54.74,yes,660,7.11,1.7,10,3,9,business,neutral
13.77,159.51,yes,661,16.82,6.45,7,2,2,self_employed,no
20.34,182.08,no,684,23.87,1.92,9,0,4,salaried,no
66.96,349.41,yes,752,46.1,12.78,10,6,8,business,yes
44.94,228.55,yes,754,33.84,8.13,5,5,9,self_employed,yes
20.28,138.98,yes,661,20.26,5.65,11,1,9,self_employed,neutral
33.83,255.71,yes,742,13.09,0.9,10,1,2,salaried,yes
7.59,56.17,no,581,12.33,1.4,4,1,3,salaried,no
28.69,266.14,yes,718,21.59,3.56,13,2,8,salaried,yes
12.38,204.19,no,656,6.67,5.87,14,5,9,self_employed,no
7.95,81.31,yes,599,13.41,2.31,11,1,9,self_employed,neutral
6.21,78.08,yes,622,9.01,1.65,12,1,9,self_employed,no
6.3,112.36,no,639,6.36,2.22,3,0,6,self_employed,no
9.02,102.11,no,519,11.86,3.4,5,0,3,self_employed,no
15.65,169.08,yes,725,12.4,4.89,4,0,9,self_employed,neutral
18.22,140.37,yes,768,21.84,5.1,22,3,7,business,yes
8.66,70.06,yes,611,11.22,1.32,8,1,9,business,neutral
61.64,393.13,yes,842,30.52,10.28,8,4,8,salaried,yes
9.62,139.2,no,512,7.17,3.93,5,2,7,self_employed,no
11.52,86.43,no,524,17.6,6.15,8,2,6,salaried,no
4.4,45.0,no,658,13.8,0.47,13,2,6,self_employed,no
14.22,145.66,yes,703,14.44,0.95,12,5,2,salaried,neutral
26.49,218.42,yes,746,18.69,5.25,19,3,8,business,yes
14.36,201.75,yes,800,13.02,4.68,10,1,5,salaried,neutral
18.92,193.66,yes,777,17.05,4.49,7,3,10,salaried,yes
41.59,281.36,yes,900,19.23,12.52,7,5,7,salaried,yes
43.75,230.9,yes,750,45.4,10.23,9,0,7,self_employed,yes
9.61,61.99,yes,577,11.92,0.93,10,0,5,business,neutral
13.26,86.87,yes,724,14.19,5.74,3,2,10,self_employed,neutral
12.91,123.27,yes,473,17.01,5.31,14,4,7,self_employed,no
30.7,258.94,yes,568,34.06,6.22,10,3,4,salaried,neutral
22.7,163.07,yes,601,26.42,3.45,14,2,9,salaried,neutral
19.97,129.86,yes,470,11.04,5.69,15,3,5,salaried,neutral
30.41,329.3,yes,631,18.63,6.3,13,1,3,salaried,neutral
36.75,192.98,yes,754,46.29,5.77,25,2,4,business,yes
15.44,140.42,yes,638,18.24,1.16,2,3,5,salaried,neutral
8.98,57.9,yes,669,7.63,2.33,2,5,7,salaried,no
51.37,370.73,yes,741,27.01,11.16,13,2,4,salaried,yes
11.08,80.06,yes,717,14.56,4.52,6,2,5,business,neutral
13.06,179.37,no,710,18.3,4.27,12,2,6,salaried,no
12.54,74.22,no,641,18.7,1.79,5,2,4,business,no
11.25,125.97,yes,729,18.04,2.98,3,1,2,salaried,neutral
7.0,59.92,no,748,5.88,2.96,4,3,4,salaried,no
9.36,83.92,yes,660,11.21,4.03,2,5,7,self_employed,no
25.06,248.78,yes,704,23.72,5.94,12,1,5,self_employed,yes
30.04,149.34,yes,641,19.14,5.24,4,1,5,salaried,neutral
20.37,226.93,yes,662,36.7,9.73,4,1,4,salaried,neutral
15.6,138.83,yes,473,11.69,4.89,12,2,5,salaried,neutral
6.02,56.41,yes,596,8.52,1.14,7,1,7,salaried,neutral
20.1,106.55,yes,665,10.84,3.77,9,6,10,business,neutral
60.42,426.29,yes,743,38.34,13.47,23,3,9,salaried,yes
31.72,395.93,yes,616,49.72,13.94,10,6,2,salaried,neutral
46.84,213.4,yes,750,38.98,8.0,12,4,4,salaried,yes
28.69,251.85,yes,692,31.5,11.72,9,4,4,business,neutral
58.38,297.39,yes,766,47.74,9.25,16,0,5,salaried,yes
62.58,701.17,yes,546,39.37,24.34,11,1,4,salaried,neutral
7.86,83.51,yes,724,13.42,3.81,2,3,4,self_employed,neutral
52.23,246.11,yes,784,24.0,16.1,21,2,6,self_employed,yes
21.27,138.27,yes,643,19.55,3.49,10,2,9,business,neutral
31.16,231.35,yes,700,16.17,10.13,16,3,10,salaried,yes
8.48,66.94,no,505,17.57,2.08,6,5,8,salaried,no
19.46,261.81,no,530,6.66,9.85,3,4,5,salaried,no
24.36,234.53,yes,601,25.57,5.37,7,2,10,salaried,neutral
4.48,20.0,no,627,11.79,1.31,6,4,3,business,neutral
20.9,139.75,yes,658,17.46,5.48,14,4,4,salaried,yes
11.62,107.6,no,550,11.82,5.58,13,4,1,business,no
10.74,142.35,no,660,13.82,2.24,5,3,1,self_employed,no
17.5,126.02,yes,721,21.98,7.72,13,3,3,self_employed,neutral
49.28,139.94,yes,850,33.12,7.82,18,2,6,business,yes
20.1,90.79,no,755,19.4,5.7,10,3,5,business,neutral
41.42,416.84,yes,611,41.12,19.82,13,1,6,business,neutral
11.99,179.9,yes,616,13.12,2.17,7,3,7,salaried,no
18.88,175.52,yes,819,8.79,5.46,8,2,1,business,yes
56.03,680.64,yes,875,41.31,11.93,9,4,8,business,yes
20.84,75.63,yes,727,12.34,4.5,7,2,1,self_employed,yes
16.17,147.64,yes,712,25.05,2.65,13,1,9,business,yes
23.73,396.55,yes,620,6.32,12.52,6,3,8,self_employed,no
32.94,194.66,no,748,22.16,8.02,19,2,9,salaried,neutral
8.19,61.36,no,686,9.62,2.21,2,2,3,business,no
54.49,292.34,yes,789,31.62,8.18,25,1,8,salaried,yes
9.61,96.86,yes,703,13.51,3.3,7,0,3,self_employed,neutral
7.33,93.14,yes,827,13.43,3.08,1,6,2,salaried,no
9.39,132.94,no,584,3.81,2.28,9,4,6,business,no
81.29,221.96,yes,772,24.11,13.05,12,1,10,business,yes
12.62,97.1,yes,752,16.2,5.14,4,1,2,salaried,neutral
18.93,182.74,yes,710,21.42,5.44,12,4,9,self_employed,yes
10.71,126.45,no,634,13.54,3.99,7,2,4,salaried,no
43.06,431.73,yes,788,14.45,19.64,7,2,6,business,neutral
22.67,127.44,yes,686,23.42,2.76,6,3,8,salaried,yes
9.92,128.41,no,591,17.76,2.09,4,0,6,business,no
36.18,125.54,yes,803,35.0,5.56,13,1,6,business,yes
13.33,113.56,no,684,7.4,6.36,3,4,3,business,no
63.04,392.91,yes,742,32.18,6.42,18,1,5,salaried,yes
39.46,187.21,yes,692,55.86,3.6,8,3,10,business,yes
66.42,675.85,yes,718,22.46,15.87,22,1,10,salaried,yes
28.29,175.93,no,807,30.73,8.83,14,3,7,salaried,neutral
8.09,42.05,no,652,22.46,1.75,5,2,3,business,neutral
15.16,76.63,yes,668,9.68,2.52,19,1,9,salaried,yes
6.08,37.23,yes,651,12.68,1.48,7,3,9,self_employed,neutral
20.76,234.85,no,703,12.64,3.98,12,2,4,salaried,no
14.44,101.37,yes,539,10.37,5.11,10,1,3,salaried,neutral
11.92,146.15,yes,535,13.47,2.62,7,2,4,salaried,no
17.81,123.88,yes,706,14.7,5.07,15,4,7,business,yes
25.03,290.78,no,523,23.99,5.19,4,4,4,business,no
16.6,185.27,yes,774,20.42,1.1,10,1,1,salaried,yes
6.75,56.09,no,818,9.56,1.84,2,2,5,salaried,no
30.27,288.43,yes,716,20.71,13.05,17,1,5,self_employed,neutral
23.66,189.16,no,697,20.05,3.07,9,5,6,salaried,no
12.59,142.58,no,549,15.69,3.09,2,3,4,salaried,no
9.85,90.36,yes,470,13.22,2.83,10,4,2,salaried,no
23.11,257.82,no,656,5.21,12.99,11,1,6,salaried,no
7.57,54.92,yes,641,17.04,1.92,8,4,4,salaried,neutral
12.67,185.05,no,639,18.92,3.9,7,2,10,business,no
21.6,199.1,no,667,17.13,4.5,14,2,2,business,no
22.8,262.77,no,662,4.15,11.54,4,1,8,self_employed,no
29.37,157.92,no,606,19.37,3.67,12,0,8,self_employed,no
6.93,82.7,no,756,6.8,3.34,1,3,2,self_employed,no
25.85,97.22,yes,769,13.54,0.16,9,4,7,business,yes
5.2,61.93,no,586,16.58,1.95,7,5,5,salaried,no
44.71,107.09,yes,755,33.86,2.19,13,2,4,salaried,yes
18.6,140.2,yes,694,17.08,2.97,9,6,7,self_employed,neutral
43.16,298.06,no,725,35.3,11.39,12,2,2,self_employed,no
81.76,281.9,yes,770,36.86,20.12,11,4,6,salaried,yes
42.12,217.82,yes,708,20.35,6.62,18,4,4,self_employed,yes
19.28,304.91,no,582,9.77,6.84,7,2,7,self_employed,no
81.82,364.43,yes,679,24.83,21.49,17,4,4,business,yes
8.22,116.31,yes,668,21.39,1.22,4,0,7,self_employed,no
22.19,128.86,no,584,14.79,5.5,14,2,5,self_employed,no
7.05,95.2,no,658,9.5,2.0,3,0,10,self_employed,no
36.6,126.07,yes,765,32.5,7.48,18,4,6,salaried,yes
57.01,327.88,yes,740,45.4,11.62,12,4,5,salaried,yes
47.85,280.41,yes,801,29.84,9.56,21,3,9,salaried,yes
10.91,96.27,yes,735,15.23,3.16,17,1,4,salaried,yes
6.34,72.25,no,659,16.0,0.73,12,5,8,salaried,no
15.89,123.69,yes,805,13.41,2.86,10,3,5,business,yes
43.97,244.36,no,792,30.4,3.7,10,3,2,salaried,neutral
23.72,179.51,no,575,5.67,10.48,10,3,5,salaried,no
27.02,176.49,yes,855,22.02,11.06,13,3,3,salaried,yes
29.15,207.31,yes,781,18.51,5.06,8,0,4,self_employed,yes
10.61,81.04,yes,732,20.51,3.28,2,5,8,self_employed,neutral
9.09,96.45,yes,540,5.39,3.48,4,3,2,salaried,no
25.32,171.26,no,747,20.93,4.09,8,6,10,business,no
14.95,131.58,yes,655,30.52,4.94,6,0,3,self_employed,neutral
10.8,74.2,no,622,19.31,3.28,1,4,10,self_employed,no
61.04,217.05,yes,788,32.49,8.98,27,0,9,salaried,yes
21.63,214.82,yes,703,15.21,6.11,12,1,3,salaried,yes
17.01,177.58,yes,661,19.92,5.42,12,0,8,self_employed,neutral
17.18,141.85,yes,772,23.24,4.64,14,2,10,self_employed,yes
37.0,105.94,yes,867,28.11,5.65,23,2,7,salaried,yes
14.2,61.31,yes,743,22.57,2.23,9,2,5,self_employed,yes
52.9,245.32,yes,780,27.99,10.55,14,1,6,salaried,yes
7.05,60.12,no,625,9.85,2.94,7,5,6,salaried,no
5.01,35.76,yes,626,15.91,1.42,4,1,6,salaried,neutral
25.59,120.21,yes,705,19.32,8.2,10,1,5,salaried,yes
56.18,137.55,yes,787,42.56,2.68,17,6,5,business,yes
31.29,184.13,no,744,27.83,4.19,12,2,5,salaried,neutral
17.03,53.72,no,728,19.01,5.49,7,3,5,salaried,neutral
23.92,74.12,yes,624,21.37,6.54,8,2,6,business,yes
30.2,143.16,yes,760,35.82,4.32,11,1,3,salaried,yes
33.17,157.8,no,669,22.07,10.09,13,2,5,business,neutral
6.93,121.22,yes,689,7.67,1.23,3,0,3,salaried,no
12.43,80.64,no,505,13.72,3.54,11,5,8,business,no
6.77,48.47,no,470,3.06,3.11,6,1,4,self_employed,no
5.47,47.98,yes,656,15.32,1.03,7,2,7,business,neutral
12.25,89.38,no,707,26.68,0.0,9,2,6,self_employed,no
23.6,140.94,yes,611,15.22,3.26,4,3,3,business,neutral
34.3,283.06,yes,598,22.79,5.46,17,1,7,business,neutral
10.41,72.44,yes,729,14.46,2.17,8,1,7,self_employed,neutral
17.76,195.69,no,574,1.81,12.3,12,3,9,self_employed,no
34.73,165.6,yes,859,30.9,6.96,18,1,8,self_employed,yes
26.94,269.06,yes,835,32.42,7.08,10,2,4,business,yes
18.19,234.59,yes,770,7.63,10.36,6,2,6,self_employed,no
23.14,210.51,yes,608,16.2,6.26,10,4,5,salaried,neutral
11.97,108.6,yes,706,11.25,2.14,8,1,4,salaried,yes
10.53,100.42,yes,742,11.71,3.7,3,0,8,salaried,neutral
60.47,419.21,yes,787,15.27,28.05,9,6,5,salaried,neutral
18.04,134.23,yes,722,15.61,7.1,18,3,3,salaried,neutral
11.91,134.24,yes,622,13.46,5.2,8,0,7,salaried,neutral
26.99,191.06,no,471,11.61,7.1,6,3,7,self_employed,no
20.57,122.68,yes,718,12.96,8.57,12,1,4,salaried,neutral
11.88,167.94,no,669,13.2,4.88,4,5,4,business,no
3.94,65.0,no,568,6.01,1.81,10,4,1,salaried,no
11.75,52.76,yes,719,19.59,0.91,8,3,4,self_employed,yes
16.47,110.29,yes,742,25.98,1.59,14,4,9,salaried,yes
21.12,129.89,no,809,20.1,4.07,12,0,5,salaried,neutral
25.23,206.76,yes,589,36.96,1.41,8,2,3,self_employed,neutral
24.95,302.6,yes,685,24.42,6.46,13,5,2,business,yes
8.87,114.23,yes,705,8.67,3.76,14,2,7,business,no
7.93,74.51,yes,597,3.87,0.74,4,1,3,self_employed,no
6.9,99.74,no,752,10.12,2.1,9,2,6,self_employed,no
12.4,77.27,no,775,13.89,5.86,4,1,2,salaried,no
15.96,145.78,yes,684,20.44,3.82,6,5,5,self_employed,neutral
38.19,141.55,yes,725,32.25,5.61,20,1,1,salaried,yes
21.24,189.9,yes,663,19.06,5.02,12,6,6,salaried,neutral
22.79,146.95,yes,648,33.56,10.21,7,2,9,salaried,neutral
9.19,57.21,yes,674,6.83,1.29,12,1,5,self_employed,neutral
25.31,198.7,no,596,7.52,13.38,2,5,4,self_employed,no
2.32,20.0,no,526,13.14,0.8,14,2,3,business,no
58.86,232.49,yes,785,36.97,9.22,25,1,9,self_employed,yes
7.66,97.62,no,731,13.15,2.72,6,5,10,salaried,no
49.73,194.83,yes,751,22.9,14.86,20,2,3,business,yes
6.0,62.43,no,522,12.36,2.52,4,2,7,business,no
5.35,63.18,no,647,20.89,2.87,2,2,1,salaried,no
56.03,289.75,yes,760,46.64,8.25,16,1,8,business,yes
16.78,95.49,yes,726,14.88,6.43,19,4,7,self_employed,neutral
72.31,265.84,yes,823,28.66,7.43,15,1,9,business,yes
32.01,226.05,yes,659,22.62,5.66,15,1,7,self_employed,yes
19.28,120.45,yes,661,30.55,5.68,10,5,6,self_employed,neutral
6.49,74.92,yes,709,4.54,2.39,6,3,8,salaried,neutral
36.38,455.98,yes,646,39.72,12.39,7,3,5,salaried,neutral
55.74,472.5,yes,827,39.31,14.97,11,2,1,business,yes
24.8,166.78,no,761,29.02,3.0,16,3,6,salaried,neutral
58.71,334.52,yes,706,34.28,22.16,11,6,6,self_employed,yes
43.0,159.42,yes,851,43.06,4.22,14,2,5,salaried,yes
25.31,151.4,yes,757,17.73,10.35,17,2,8,business,yes
12.13,114.09,yes,733,12.71,2.1,5,2,3,self_employed,neutral
16.97,81.75,yes,743,24.81,2.47,15,0,6,salaried,yes
14.52,236.44,yes,796,24.93,4.48,11,5,2,self_employed,neutral
17.2,212.57,no,679,8.85,12.24,11,4,5,salaried,no
8.85,108.01,yes,716,13.03,2.66,7,4,1,salaried,neutral
17.23,77.34,yes,702,18.01,1.85,14,1,7,salaried,yes
10.39,62.12,yes,683,19.87,2.67,2,1,7,business,yes
21.61,131.84,yes,714,32.1,5.88,11,3,1,salaried,yes
10.53,103.36,no,692,16.01,4.82,3,4,9,self_employed,no
12.2,77.34,no,684,24.22,3.3,17,2,3,salaried,neutral
39.64,108.94,yes,709,36.22,2.38,30,1,7,salaried,yes
44.25,223.17,yes,812,51.36,4.93,24,5,8,salaried,yes
22.31,100.49,yes,633,29.7,8.15,16,1,4,self_employed,yes
59.17,369.59,yes,766,41.75,10.07,17,6,6,salaried,yes
23.25,118.74,no,734,35.25,5.58,6,0,7,self_employed,neutral
20.17,61.29,no,699,19.14,8.42,11,0,3,business,no
84.36,431.18,yes,846,39.96,18.56,13,3,6,salaried,yes
19.91,152.87,no,692,25.07,3.47,15,2,6,salaried,neutral
11.09,102.71,no,497,17.61,6.72,10,3,10,self_employed,no
17.95,150.57,no,667,2.21,8.33,13,3,4,self_employed,no
14.53,136.23,no,655,5.56,6.59,4,2,4,salaried,no
37.2,130.3,yes,796,31.37,4.38,18,1,2,salaried,yes
40.99,229.46,yes,815,46.42,4.74,23,4,7,salaried,yes
9.68,84.2,yes,664,11.79,0.63,7,3,4,self_employed,neutral
12.72,163.78,no,506,11.31,3.93,5,2,10,salaried,no
7.07,72.83,yes,643,5.92,0.91,6,6,10,self_employed,no
28.18,180.19,yes,809,21.03,5.69,5,2,6,salaried,yes
21.8,219.85,yes,664,12.18,11.95,8,2,8,salaried,no
9.92,100.52,yes,654,9.0,2.5,6,2,7,business,neutral
27.67,263.62,yes,719,30.05,6.67,17,4,5,salaried,yes
18.14,125.64,yes,608,15.29,1.52,16,1,6,business,neutral
7.98,58.66,no,706,7.63,3.05,9,4,2,self_employed,no
58.7,269.12,yes,771,45.32,11.38,16,1,7,salaried,yes
26.37,164.84,yes,740,23.32,10.15,15,6,5,salaried,yes
7.79,40.76,no,758,10.32,1.47,2,0,10,self_employed,neutral
5.43,85.1,no,580,7.11,0.91,14,1,3,self_employed,no
23.88,426.33,no,537,8.18,9.58,1,3,7,self_employed,no
20.35,79.51,yes,681,18.72,5.19,9,1,10,business,yes
7.27,121.99,no,672,8.78,0.28,9,1,6,self_employed,no
58.76,707.89,yes,660,34.15,10.82,12,2,9,self_employed,yes
14.76,207.45,no,707,8.33,7.62,13,4,6,self_employed,no
7.77,77.18,no,603,22.74,0.62,4,2,10,salaried,no
12.04,127.74,yes,670,15.26,1.37,10,2,8,salaried,yes
75.94,224.09,yes,740,22.37,6.92,22,3,9,business,yes
6.19,53.09,yes,667,11.13,2.73,2,3,6,self_employed,no
17.82,80.12,yes,677,22.71,4.15,19,0,6,self_employed,yes
4.84,30.1,yes,796,4.43,0.58,7,6,8,salaried,neutral
23.26,132.03,yes,750,25.74,7.3,13,6,7,business,yes
17.32,105.2,no,733,21.21,1.13,7,3,7,self_employed,no
7.54,55.85,no,741,18.88,2.31,8,4,4,self_employed,no
41.43,174.63,yes,732,52.12,5.04,12,3,9,self_employed,yes
14.07,159.28,yes,608,17.75,5.46,8,6,6,self_employed,no
7.04,50.16,yes,667,7.54,2.83,8,4,4,salaried,no
18.99,223.37,no,655,10.5,8.79,3,1,4,salaried,no
18.94,142.31,yes,746,28.17,3.63,21,0,5,salaried,yes
14.52,167.93,yes,806,18.3,2.62,11,1,6,self_employed,yes
31.0,190.5,yes,747,13.3,6.32,11,1,9,salaried,yes
54.18,325.23,yes,814,25.69,6.65,9,3,7,salaried,yes
12.14,166.47,no,470,8.78,4.43,6,0,9,business,no
48.16,261.94,yes,752,53.62,0.19,16,4,5,salaried,yes
10.34,215.75,yes,605,19.36,5.86,10,3,2,business,no
29.28,425.81,no,545,6.13,14.21,19,1,7,self_employed,no
26.74,146.13,no,711,10.75,6.04,15,4,7,salaried,neutral
35.91,208.92,yes,791,11.95,13.94,19,2,9,self_employed,yes
11.78,94.42,yes,614,11.18,2.14,3,0,6,self_employed,neutral
21.85,187.25,yes,675,19.49,9.12,16,1,8,salaried,neutral
8.19,68.89,yes,883,13.18,2.75,3,1,4,salaried,yes
28.47,348.69,no,754,40.1,8.06,25,6,8,business,no
12.92,63.06,yes,762,14.73,4.41,10,1,1,self_employed,yes
46.33,299.52,yes,735,26.21,7.35,14,1,3,salaried,yes
6.5,50.9,yes,574,16.82,2.12,5,2,8,business,neutral
19.24,209.23,yes,823,17.08,5.77,3,1,3,salaried,yes
7.57,37.37,no,733,3.45,2.35,5,2,6,self_employed,no
16.04,86.89,no,533,10.79,6.16,3,1,6,salaried,no
10.94,143.94,yes,786,22.02,1.61,9,3,7,salaried,neutral
12.0,46.26,yes,717,8.86,2.27,9,1,2,salaried,yes
22.29,91.39,yes,813,22.2,1.05,20,0,6,salaried,yes
53.81,339.16,yes,746,43.26,10.14,28,3,9,salaried,yes
17.75,218.74,no,619,8.05,7.67,5,3,3,salaried,no
4.03,44.74,no,675,13.74,1.6,7,4,3,self_employed,no
22.71,177.24,no,728,35.57,2.13,12,2,9,salaried,neutral
28.66,247.66,yes,711,31.87,2.37,7,4,1,self_employed,neutral
35.15,309.49,yes,674,25.57,8.87,11,0,6,salaried,yes
7.11,55.97,no,700,18.19,1.36,6,0,7,salaried,no
17.32,125.57,no,621,2.69,8.56,11,1,6,salaried,no
36.86,242.61,yes,797,26.8,9.39,24,1,5,salaried,yes
5.46,69.82,no,636,14.18,3.02,5,1,10,salaried,no
14.2,124.02,yes,608,15.55,5.96,7,5,6,self_employed,no
52.9,484.12,yes,806,38.55,19.51,15,0,10,salaried,yes
83.61,297.95,yes,797,39.6,12.76,19,4,6,salaried,yes
31.52,259.88,yes,761,14.82,9.05,10,3,3,business,yes
7.15,72.93,yes,700,11.14,2.07,3,3,9,salaried,neutral
10.39,120.89,yes,727,12.09,5.05,4,0,10,salaried,neutral
29.14,171.27,yes,582,17.6,3.68,15,5,4,salaried,neutral
30.42,78.28,no,715,19.15,8.69,22,4,5,self_employed,neutral
9.83,106.24,yes,725,5.97,2.43,7,3,7,self_employed,neutral
12.65,192.23,no,526,7.78,2.35,5,3,3,self_employed,no
51.43,253.67,yes,761,42.19,10.53,28,0,8,self_employed,yes
25.26,158.57,no,703,12.41,4.39,11,1,6,self_employed,no
48.04,335.39,yes,819,38.72,16.17,19,4,5,salaried,yes
12.94,51.59,yes,838,32.09,2.49,17,2,9,self_employed,yes
33.1,146.65,yes,785,48.72,3.31,13,4,5,salaried,yes
10.43,88.6,yes,648,11.95,2.52,5,0,10,salaried,neutral
31.63,230.16,yes,746,19.4,12.75,10,4,6,business,neutral
16.65,95.95,no,589,27.2,1.18,4,3,1,salaried,no
16.19,62.9,yes,702,20.66,2.04,10,3,1,salaried,yes
25.24,225.67,yes,646,20.79,8.72,16,2,6,self_employed,neutral
47.21,212.47,yes,733,36.76,11.44,9,2,8,salaried,yes
17.22,97.12,yes,828,38.3,4.31,17,1,4,business,yes
9.91,76.58,no,645,8.43,3.09,4,1,8,self_employed,no
30.46,204.62,yes,574,42.04,8.56,20,0,3,business,yes
21.85,135.6,no,719,32.17,5.6,15,1,9,business,neutral
9.75,118.93,no,736,9.22,3.11,3,1,2,self_employed,no
22.93,325.65,yes,633,9.15,7.49,17,2,8,business,neutral
8.0,102.59,no,622,8.51,3.26,4,1,5,self_employed,no
